Gurobi 12.0.1:   lim:time = 28800
  tech:threads = 2
  mip:bestbound = 1
Set parameter LogToConsole to value 1
  tech:outlev = 1
Set parameter InfUnbdInfo to value 1
Gurobi Optimizer version 12.0.1 build v12.0.1rc0 (win64 - Windows 11.0 (22631.2))

CPU model: Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 8 physical cores, 16 logical processors, using up to 2 threads

Non-default parameters:
TimeLimit  28800
InfUnbdInfo  1
Threads  2

Optimize a model with 35526 rows, 12575 columns and 140216 nonzeros
Model fingerprint: 0x3b0376dc
Model has 9240 quadratic objective terms
Model has 9240 quadratic constraints
Variable types: 501 continuous, 12074 integer (0 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+03]
  QMatrix range    [1e+00, 7e+00]
  QLMatrix range   [1e+00, 4e+03]
  Objective range  [1e+01, 1e+03]
  QObjective range [2e+02, 5e+03]
  Bounds range     [1e+00, 3e+03]
  RHS range        [1e+00, 3e+03]
  QRHS range       [4e+03, 4e+03]
Presolve added 9141 rows and 176 columns
Presolve time: 1.35s
Presolved: 54411 rows, 22243 columns, 286635 nonzeros
Presolved model has 168 SOS constraint(s)
Variable types: 831 continuous, 21412 integer (21199 binary)
Found heuristic solution: objective 20120.904000
Found heuristic solution: objective 19425.189000

Deterministic concurrent LP optimizer: primal and dual simplex
Showing primal log only...

Concurrent spin time: 0.02s

Solved with dual simplex

Root relaxation: objective 2.874043e+03, 267 iterations, 0.45 seconds (0.27 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 38025 32967 4568.40729   98   59 6403.19200 2882.43877  55.0%  37.1 22829s
 38232 33156 3230.97774   29   77 6403.19200 2882.43877  55.0%  37.0 22942s
 38433 33352 4821.34497  124   73 6403.19200 2882.56338  55.0%  37.0 23055s
 38659 33570 3567.36489   42   51 6403.19200 2882.56338  55.0%  37.1 23164s
 38885 33684 4511.75179   98   60 6403.19200 2882.56338  55.0%  37.1 23258s
 39002 33893 5323.63447  133   66 6403.19200 2882.56338  55.0%  37.2 23367s
 39319 34029 3493.56932   39   73 6403.19200 2882.56338  55.0%  37.2 23459s
 39480 34214 4123.95499   81   86 6403.19200 2882.56338  55.0%  37.2 23565s
 39741 34435 4795.89285  161   64 6403.19200 2882.56338  55.0%  37.3 23669s
 39965 34614 5737.88446  242   64 6403.19200 2882.56338  55.0%  37.2 23771s
 40186 34802 4320.04509   51   67 6403.19200 2882.56338  55.0%  37.3 23873s
 40400 34978 3613.45727   60   54 6403.19200 2882.56338  55.0%  37.4 23973s
 40584 35025 5282.03900  136   72 6403.19200 2882.56338  55.0%  37.3 24051s
 40656 35226 5773.06878  156   72 6403.19200 2882.56338  55.0%  37.3 24152s
 40888 35409 3624.73486   72   68 6403.19200 2882.56338  55.0%  37.2 24250s
 41106 35624 4417.99700  174   45 6403.19200 2882.56338  55.0%  37.3 24350s
 41321 35824 5787.85300  281   25 6403.19200 2882.56338  55.0%  37.2 24456s
 41552 35984 3486.98237   39   69 6403.19200 2882.56338  55.0%  37.1 24558s
 41731 36161 5296.37359  122   56 6403.19200 2882.56338  55.0%  37.1 24663s
 41942 36196 3524.13405   55   77 6403.19200 2882.93784  55.0%  37.2 24740s
 41977 36360 3490.49507   63   69 6403.19200 2882.93784  55.0%  37.2 24845s
 42141 36531 4233.56628  132   67 6403.19200 2882.93784  55.0%  37.2 24947s
 42314 36742 4243.15802  213   61 6403.19200 2882.93784  55.0%  37.2 25048s
 42530 36754 4313.26368  324   54 6403.19200 2882.93784  55.0%  37.1 25119s
 42542 36914 4322.63241  335   53 6403.19200 2882.93784  55.0%  37.1 25223s
 42764 37097 3869.63509   62   73 6403.19200 2882.93784  55.0%  37.1 25327s
 42983 37282 3619.85671   39   65 6403.19200 2883.34010  55.0%  37.1 25432s
 43200 37419 3396.34286   37   61 6403.19200 2883.34907  55.0%  37.1 25524s
 43337 37645 3770.77075   72   79 6403.19200 2883.34907  55.0%  37.2 25631s
 43568 37867 4842.23870  118   61 6403.19200 2883.34907  55.0%  37.2 25742s
 43853 38050 5225.82100  181   46 6403.19200 2883.34907  55.0%  37.3 25845s
 44158 38222 3204.37506   26   65 6403.19200 2883.36997  55.0%  37.4 25964s
 44347 38463 5134.90915  113   84 6403.19200 2883.36997  55.0%  37.4 26078s
 44600 38699 3598.57365   55   69 6403.19200 2883.36997  55.0%  37.5 26188s
 44864 38882 3913.13962  140   49 6403.19200 2883.36997  55.0%  37.4 26286s
 45063 39071 5138.96952  231   57 6403.19200 2883.43294  55.0%  37.4 26385s
 45281 39279 3358.87121   29   82 6403.19200 2883.43294  55.0%  37.4 26482s
 45500 39341 5404.63847  123   52 6403.19200 2883.43294  55.0%  37.4 26562s
 45622 39514 3123.35522   23   66 6403.19200 2883.76043  55.0%  37.4 26659s
 45795 39739 4592.64335  113   75 6403.19200 2883.92193  55.0%  37.4 26758s
 46058 39954 3667.24200   61   71 6403.19200 2883.92193  55.0%  37.4 26853s
 46273 40174 4699.86775  202   52 6403.19200 2883.92193  55.0%  37.5 26943s
 46511 40324 3158.53763   30   60 6403.19200 2883.92193  55.0%  37.4 27041s
 46661 40514 4231.67397   96   63 6403.19200 2883.92193  55.0%  37.5 27134s
 46870 40678 6199.85389  199   60 6403.19200 2883.92193  55.0%  37.4 27228s
 47055 40834 4258.15120   97   57 6403.19200 2883.92193  55.0%  37.4 27328s
 47244 40919 5410.09416  188   58 6403.19200 2884.09538  55.0%  37.4 27407s
 47331 41051 5767.88231  237   86 6403.19200 2884.09538  55.0%  37.4 27508s
 47493 41250 4265.13962   78   78 6403.19200 2884.09538  55.0%  37.5 27610s
 47704 41464 5268.31203  158   67 6403.19200 2884.46403  55.0%  37.5 27709s
 47966 41669 3823.07450   77   49 6403.19200 2884.46403  55.0%  37.5 27802s
 48171 41809 4413.80544  165   56 6403.19200 2884.46403  55.0%  37.5 27883s
 48311 41954 4982.51601  212   69 6403.19200 2884.46403  55.0%  37.4 27978s
 48477 42084 6017.74191  287   35 6403.19200 2884.46403  55.0%  37.4 28080s
 48662 42226 4633.46800   69   68 6403.19200 2884.46403  55.0%  37.4 28179s
 48819 42276 3466.25224   36   61 6403.19200 2884.46403  55.0%  37.4 28263s
 48869 42402 4217.03600   63   65 6403.19200 2884.46403  55.0%  37.4 28365s
 48995 42584 4663.02040  114   82 6403.19200 2884.46403  55.0%  37.4 28471s
 49198 42748 5572.46680  207   69 6403.19200 2884.46403  55.0%  37.4 28569s
 49397 42921 3654.06471   64   48 6403.19200 2884.46403  55.0%  37.3 28669s
 49580 43096 4709.82584  152   35 6403.19200 2884.46403  55.0%  37.3 28773s
 49787 43137 6045.95349  249   57 6403.19200 2884.46403  55.0%  37.4 28800s

Cutting planes:
  Gomory: 9
  Lift-and-project: 2
  Cover: 9
  Implied bound: 298
  Projected implied bound: 6
  MIR: 120
  Mixing: 2
  Flow cover: 198
  GUB cover: 1
  Zero half: 7
  RLT: 13
  Relax-and-lift: 88
  BQP: 2
  PSD: 2

Explored 49838 nodes (1866071 simplex iterations) in 28800.09 seconds (16913.44 work units)
Thread count was 2 (of 16 available processors)

Solution count 10: 6403.19 6403.19 6403.19 ... 8406.15

Time limit reached
Best objective 6.403191996572e+03, best bound 2.884464027139e+03, gap 54.9527%

AMPL MP initial flat model has 12575 variables (0 integer, 12074 binary);
Objectives: 1 quadratic; 
Constraints:  35526 linear; 9240 quadratic;

AMPL MP final model has 12575 variables (0 integer, 12074 binary);
Objectives: 1 quadratic; 
Constraints:  35526 linear; 9240 quadratic;


Gurobi 12.0.1: time limit, feasible solution; objective 6403.191997
1.86607e+06 simplex iterations
49838 branching nodes
absmipgap=3518.73, relmipgap=0.549527

suffix bestbound OUT;
